Source,Target,Weight,Type
2016_0745178,2009_0645613,1,undirected
2016_0745178,2018_0783844,3,undirected
2016_0745369,2008_0636424,2,undirected
2016_0745369,2011_0674921_A1,1,undirected
2016_0745369,2011_0680884_A1,3,undirected
2016_0745604,2019_0785180,3,undirected
2016_0745604,2019_0788816,2,undirected
2016_0745604,2023_0849461,1,undirected
2016_0745634,2010_0658130,3,undirected
2016_0745634,2012_0687085,2,undirected
2016_0745634,2021_0810622,1,undirected
2016_0745634,2022_0828496,2,undirected
2016_0746109,2006_0608782,2,undirected
2016_0746109,2017_0759014,1,undirected
2016_0746109,2023_0833910,3,undirected
2016_0748506,2011_0674921_A1,3,undirected
2016_0748506,2020_0803057,1,undirected
2016_0748506,2022_0826706,1,undirected
2016_0748506,2022_0831470,2,undirected
2016_0749658,2015_0735351,2,undirected
2016_0749658,2016_0741744,1,undirected
2016_0749658,2019_0795030,3,undirected
2016_0750437,2010_0658130,2,undirected
2016_0750437,2010_0665553,3,undirected
2016_0750437,2021_0812662,3,undirected
2016_0750437,2022_0828496,1,undirected
2016_0750717,2014_0714046,2,undirected
2016_0750717,2020_0803057,1,undirected
2016_0750717,2022_0830686,3,undirected
2016_0750760,2008_0632795,3,undirected
2016_0750760,2009_0643199,3,undirected
2016_0750760,2010_0657762,1,undirected
2016_0750760,2010_0658130,1,undirected
2016_0750760,2013_0703374,2,undirected
2016_0750760,2015_0729792,3,undirected
2016_0750760,2017_0760468,3,undirected
2016_0750760,2019_0787655,5,undirected
2016_0750760,2020_0799804,3,undirected
2016_0750760,2022_0828496,3,undirected
2016_0750850,2016_0741744,1,undirected
2016_0750850,2017_0759636,3,undirected
2016_0750850,2019_0798648,2,undirected
2016_0751321,2011_0722431,2,undirected
2016_0751321,2019_0787271,4,undirected
2016_0751321,2023_0834775,3,undirected
2016_0751449,2014_0722256,3,undirected
2016_0751449,2016_0744640,1,undirected
2016_0751449,2017_0760943,2,undirected
2016_0751449,2019_0787508,1,undirected
2016_0751977,2006_0609650,3,undirected
2016_0751977,2009_0644523,2,undirected
2016_0751977,2009_0645807,3,undirected
2016_0751977,2011_0669831_A1,2,undirected
2016_0751977,2012_0678191_A1,2,undirected
2016_0751977,2013_0723770,1,undirected
2016_0751977,2017_0760943,5,undirected
2016_0751977,2019_0787906,1,undirected
2016_0751977,2019_0796765,6,undirected
2016_0751977,2020_0800784,3,undirected
2016_0751977,2022_0829243,4,undirected
2016_0752009,2011_0668451_A1,1,undirected
2016_0752009,2014_0720791,2,undirected
2016_0752009,2022_0825992,2,undirected
2016_0752009,2022_0831470,3,undirected
2016_0752018,2008_0636424,2,undirected
2016_0752018,2010_0658130,2,undirected
2016_0752018,2010_0665553,1,undirected
2016_0752018,2010_0669183_A1,6,undirected
2016_0752018,2012_0702673,2,undirected
2016_0752018,2021_0810915,1,undirected
2016_0752780,2008_0627962,2,undirected
2016_0752780,2010_0658130,1,undirected
2016_0752780,2010_0665553,3,undirected
2016_0753223,2009_0642509,3,undirected
2016_0753223,2010_0665553,2,undirected
2016_0753223,2015_0724690,1,undirected
2016_0753223,2015_0734672,4,undirected
2016_0753549,2010_0662860,1,undirected
2016_0753549,2010_0669183_A1,3,undirected
2016_0753549,2022_0833151,2,undirected
2017_0754148,2015_0729372,2,undirected
2017_0754148,2021_0810915,1,undirected
2017_0754148,2021_0812001,3,undirected
2017_0754206,2009_0646061,2,undirected
2017_0754206,2009_0719782,2,undirected
2017_0754206,2010_0725143,2,undirected
2017_0754206,2011_0680884_A1,4,undirected
2017_0754206,2012_0704800,2,undirected
2017_0754206,2022_0824284,6,undirected
2017_0754540,2011_0676189_A1,2,undirected
2017_0754540,2013_0693229,1,undirected
2017_0754540,2021_0810193,2,undirected
2017_0754540,2021_0812662,3,undirected
2017_0754893,2012_0693050,1,undirected
2017_0754893,2014_0723684,3,undirected
2017_0754893,2020_0803057,2,undirected
2017_0755175,2007_0618425,3,undirected
2017_0755175,2011_0669771_A1,2,undirected
2017_0755175,2014_0722256,1,undirected
2017_0755175,2017_0756438,5,undirected
2017_0755175,2017_0758877,1,undirected
2017_0755175,2019_0787508,3,undirected
2017_0755178,2007_0614376,2,undirected
2017_0755178,2010_0658130,3,undirected
2017_0755178,2010_0665312,3,undirected
2017_0755178,2010_0669183_A1,2,undirected
2017_0755178,2013_0691810,2,undirected
2017_0755178,2017_0758935,1,undirected
2017_0755178,2019_0798648,1,undirected
2017_0755178,2022_0824284,1,undirected
2017_0755721,2007_0615389,3,undirected
2017_0755721,2008_0627962,1,undirected
2017_0755721,2010_0669183_A1,2,undirected
2017_0755721,2015_0735351,1,undirected
2017_0755721,2015_0738830,1,undirected
2017_0755721,2019_0788573,4,undirected
2017_0755721,2021_0812794,1,undirected
2017_0755721,2022_0831470,6,undirected
2017_0755725,2013_0690834,1,undirected
2017_0755725,2019_0795030,3,undirected
2017_0755725,2021_0816493,2,undirected
2017_0755849,2011_0675656_A1,2,undirected
2017_0755849,2011_0722431,3,undirected
2017_0755849,2012_0679629_A1,2,undirected
2017_0755849,2012_0680635_A1,5,undirected
2017_0755849,2013_0689534,6,undirected
2017_0755849,2013_0723716,2,undirected
2017_0755849,2014_0722256,1,undirected
2017_0755849,2021_0811124,1,undirected
2017_0756238,2013_0691665,1,undirected
2017_0756238,2016_0740516,1,undirected
2017_0756238,2017_0766160,6,undirected
2017_0756238,2017_0768151,2,undirected
2017_0756238,2022_0824003,3,undirected
2017_0756438,2009_0638953,1,undirected
2017_0756438,2009_0643199,2,undirected
2017_0756438,2017_0755175,5,undirected
2017_0757806,2010_0657628,1,undirected
2017_0757806,2012_0679629_A1,3,undirected
2017_0757806,2012_0687383,5,undirected
2017_0757806,2014_0723622,2,undirected
2017_0757806,2016_0741744,6,undirected
2017_0757806,2022_0824040,1,undirected
2017_0757806,2023_0836668,2,undirected
2017_0758877,2010_0663681,3,undirected
2017_0758877,2017_0755175,1,undirected
2017_0758877,2018_0772467,5,undirected
2017_0758935,2009_0649805,1,undirected
2017_0758935,2010_0660010,3,undirected
2017_0758935,2011_0668451_A1,3,undirected
2017_0758935,2011_0678343_A1,2,undirected
2017_0758935,2011_0721830,3,undirected
2017_0758935,2015_0725621,3,undirected
2017_0758935,2017_0755178,1,undirected
2017_0758935,2018_0771782,1,undirected
2017_0758935,2019_0799805,6,undirected
2017_0758935,2020_0801014,1,undirected
2017_0758935,2020_0801365,2,undirected
2017_0758935,2020_0803057,1,undirected
2017_0759014,2010_0663796,2,undirected
2017_0759014,2013_0705158,2,undirected
2017_0759014,2015_0729293,3,undirected
2017_0759014,2015_0729496,2,undirected
2017_0759014,2015_0733028,1,undirected
2017_0759014,2016_0746109,1,undirected
2017_0759014,2019_0788753,1,undirected
2017_0759014,2019_0789676,1,undirected
2017_0759014,2021_0809778,2,undirected
2017_0759014,2022_0824040,3,undirected
2017_0759014,2023_0834775,4,undirected
2017_0759636,2006_0605326,3,undirected
2017_0759636,2006_0605334,3,undirected
2017_0759636,2006_0606600,2,undirected
2017_0759636,2006_0609028,3,undirected
2017_0759636,2007_0615202,6,undirected
2017_0759636,2009_0643887,2,undirected
2017_0759636,2012_0680729_A1,3,undirected
2017_0759636,2013_0704982,3,undirected
2017_0759636,2013_0705006,3,undirected
2017_0759636,2015_0729792,2,undirected
2017_0759636,2015_0736408,2,undirected
2017_0759636,2016_0744196,3,undirected
2017_0759636,2016_0750850,3,undirected
2017_0759636,2018_0773000,3,undirected
2017_0759636,2019_0785180,5,undirected
2017_0759636,2019_0791109,1,undirected
2017_0759636,2020_0800281,4,undirected
2017_0759636,2021_0810623,3,undirected
2017_0759636,2021_0819011,2,undirected
2017_0759636,2022_0830257,3,undirected
2017_0759636,2023_0840513,3,undirected
2017_0759734,2008_0638784,2,undirected
2017_0759734,2013_0703934,2,undirected
2017_0759734,2014_0722160,1,undirected
2017_0759734,2015_0733354,2,undirected
2017_0759734,2019_0795030,2,undirected
2017_0759734,2021_0809997,6,undirected
2017_0759734,2023_0849125,2,undirected
2017_0760159,2015_0738522,2,undirected
2017_0760159,2019_0788573,3,undirected
2017_0760159,2021_0816493,1,undirected
2017_0760159,2022_0824040,2,undirected
2017_0760468,2007_0621272,1,undirected
2017_0760468,2013_0705006,2,undirected
2017_0760468,2016_0750760,3,undirected
2017_0760943,2006_0610357,2,undirected
2017_0760943,2006_0612272,5,undirected
2017_0760943,2007_0623397,3,undirected
2017_0760943,2008_0629932,2,undirected
2017_0760943,2008_0638042,1,undirected
2017_0760943,2009_0641033,2,undirected
2017_0760943,2010_0657687,1,undirected
2017_0760943,2013_0689940,2,undirected
2017_0760943,2014_0722256,3,undirected
2017_0760943,2014_0723630,2,undirected
2017_0760943,2015_0736348,3,undirected
2017_0760943,2016_0751449,2,undirected
2017_0760943,2016_0751977,5,undirected
2017_0760943,2017_0766916,1,undirected
2017_0760943,2017_0769218,1,undirected
2017_0760943,2018_0771902,1,undirected
2017_0760943,2018_0780757,3,undirected
2017_0760943,2018_0781189,2,undirected
2017_0760943,2019_0791321,1,undirected
2017_0760943,2020_0802619,1,undirected
2017_0760943,2021_0810109,2,undirected
2017_0760943,2021_0810690,3,undirected
2017_0760943,2023_0834878,3,undirected
2017_0760943,2023_0842897,2,undirected
2017_0765189,2019_0787906,6,undirected
2017_0765189,2019_0796765,4,undirected
2017_0765189,2021_0809997,1,undirected
2017_0765189,2021_0812185,4,undirected
2017_0765189,2022_0829243,2,undirected
2017_0766160,2007_0621272,2,undirected
2017_0766160,2016_0740516,1,undirected
2017_0766160,2017_0756238,6,undirected
2017_0766419,2009_0643887,3,undirected
2017_0766419,2011_0676418_A1,2,undirected
2017_0766419,2014_0723182,1,undirected
2017_0766419,2015_0725079,2,undirected
2017_0766419,2015_0738522,3,undirected
2017_0766419,2018_0770411,1,undirected
2017_0766419,2018_0773919,1,undirected
2017_0766419,2019_0784489,2,undirected
2017_0766419,2019_0787655,2,undirected
2017_0766419,2019_0789676,2,undirected
2017_0766419,2019_0790028,3,undirected
2017_0766419,2020_0799804,2,undirected
2017_0766419,2020_0804810,3,undirected
2017_0766419,2020_0805015,3,undirected
2017_0766419,2021_0812001,4,undirected
2017_0766419,2021_0816493,4,undirected
2017_0766419,2021_0817829,1,undirected
2017_0766419,2022_0825705,1,undirected
2017_0766419,2022_0831982,4,undirected
2017_0766419,2023_0835106,3,undirected
2017_0766419,2023_0835973,2,undirected
2017_0766419,2023_0846649,1,undirected
2017_0766420,2011_0668451_A1,1,undirected
2017_0766420,2019_0795604,2,undirected
2017_0766420,2022_0830686,3,undirected
2017_0766477,2006_0612675,2,undirected
2017_0766477,2021_0810916,3,undirected
2017_0766477,2022_0824040,1,undirected
2017_0766916,2007_0619463,2,undirected
2017_0766916,2017_0760943,1,undirected
2017_0766916,2023_0834775,3,undirected
2017_0767425,2006_0608990,1,undirected
2017_0767425,2012_0680635_A1,1,undirected
2017_0767425,2015_0738980,3,undirected
2017_0767425,2021_0810109,5,undirected
2017_0767426,2010_0658130,2,undirected
2017_0767426,2011_0673859_A1,3,undirected
2017_0767426,2022_0831470,3,undirected
2017_0767560,2019_0790028,1,undirected
2017_0767560,2019_0795031,3,undirected
2017_0767560,2020_0805015,2,undirected
2017_0767624,2009_0651949,3,undirected
2017_0767624,2010_0658130,2,undirected
2017_0767624,2013_0690834,6,undirected
2017_0767624,2019_0788573,1,undirected
2017_0768151,2006_0607538,2,undirected
2017_0768151,2006_0612262,2,undirected
2017_0768151,2007_0621235,2,undirected
2017_0768151,2007_0621272,3,undirected
2017_0768151,2010_0657628,2,undirected
2017_0768151,2010_0724377,1,undirected
2017_0768151,2011_0672112_A1,1,undirected
2017_0768151,2011_0721829,3,undirected
2017_0768151,2012_0693050,3,undirected
2017_0768151,2014_0720791,3,undirected
2017_0768151,2014_0723684,5,undirected
2017_0768151,2015_0742504,3,undirected
2017_0768151,2016_0740516,1,undirected
2017_0768151,2017_0756238,2,undirected
2017_0768151,2018_0777460,2,undirected
2017_0768151,2019_0793046,3,undirected
2017_0768151,2021_0806629,2,undirected
2017_0768151,2023_0833910,1,undirected
2017_0769021,2011_0674372_A1,3,undirected
2017_0769021,2013_0691557,1,undirected
2017_0769021,2021_0819011,2,undirected
2017_0769218,2006_0610204,3,undirected
2017_0769218,2017_0760943,1,undirected
2017_0769218,2021_0812367,2,undirected
2018_0770411,2017_0766419,1,undirected
2018_0770411,2018_0773000,1,undirected
2018_0770411,2020_0805015,2,undirected
2018_0770411,2022_0823755,6,undirected
2018_0771782,2010_0665312,1,undirected
2018_0771782,2014_0709610,2,undirected
2018_0771782,2016_0745000,6,undirected
2018_0771782,2017_0758935,1,undirected
2018_0771782,2020_0803057,2,undirected
2018_0771782,2021_0810970,2,undirected
2018_0771902,2007_0619463,3,undirected
2018_0771902,2012_0700125,3,undirected
2018_0771902,2017_0760943,1,undirected
2018_0771902,2018_0781189,6,undirected
2018_0771902,2019_0791321,5,undirected
2018_0772044,2009_0638953,3,undirected
2018_0772044,2016_0744652,1,undirected
2018_0772044,2019_0788573,1,undirected
2018_0772044,2022_0831470,2,undirected
2018_0772044,2023_0840513,1,undirected
2018_0772467,2011_0676189_A1,3,undirected
2018_0772467,2017_0758877,5,undirected
2018_0772467,2018_0772999,1,undirected
2018_0772467,2018_0773000,1,undirected
2018_0772467,2019_0790028,2,undirected
2018_0772999,2018_0772467,1,undirected
2018_0772999,2019_0785180,2,undirected
2018_0772999,2021_0819811,3,undirected
2018_0773000,2010_0654778,3,undirected
2018_0773000,2012_0680729_A1,4,undirected
2018_0773000,2017_0759636,3,undirected
2018_0773000,2018_0770411,1,undirected
2018_0773000,2018_0772467,1,undirected
2018_0773000,2019_0787508,2,undirected
2018_0773698,2006_0605505,2,undirected
2018_0773698,2009_0725149,3,undirected
2018_0773698,2012_0723276,1,undirected
2018_0773698,2015_0742433,2,undirected
2018_0773919,2017_0766419,1,undirected
2018_0773919,2018_0774148,1,undirected
2018_0773919,2021_0816493,3,undirected
2018_0773919,2022_0831470,2,undirected
2018_0774148,2009_0651972,3,undirected
2018_0774148,2013_0696088,2,undirected
2018_0774148,2018_0773919,1,undirected
2018_0774382,2006_0610632,4,undirected
2018_0774382,2010_0656183,2,undirected
2018_0774382,2010_0724377,1,undirected
2018_0774382,2012_0723276,2,undirected
2018_0774382,2022_0823200,3,undirected
2018_0774506,2013_0689534,3,undirected
2018_0774506,2015_0733028,2,undirected
2018_0774506,2021_0812367,3,undirected
2018_0775415,2011_0674921_A1,3,undirected
2018_0775415,2019_0788573,1,undirected
2018_0775415,2019_0788816,2,undirected
2018_0777460,2007_0614711,3,undirected
2018_0777460,2007_0618425,2,undirected
2018_0777460,2017_0768151,2,undirected
2018_0777460,2021_0812001,3,undirected
2018_0778044,2006_0610285,2,undirected
2018_0778044,2011_0668451_A1,1,undirected
2018_0778044,2016_0744196,2,undirected
2018_0778044,2018_0781143,1,undirected
2018_0778044,2022_0828496,3,undirected
2018_0780757,2008_0638042,2,undirected
2018_0780757,2016_0744640,2,undirected
2018_0780757,2017_0760943,3,undirected
2018_0780757,2020_0805015,1,undirected
2018_0781143,2016_0744196,2,undirected
2018_0781143,2018_0778044,1,undirected
2018_0781143,2023_0835973,3,undirected
2018_0781189,2015_0738980,1,undirected
2018_0781189,2017_0760943,2,undirected
2018_0781189,2018_0771902,6,undirected
2018_0782154,2013_0696151,1,undirected
2018_0782154,2016_0743832,2,undirected
2018_0782154,2021_0809815,3,undirected
2018_0782154,2021_0812002,3,undirected
2018_0782592,2011_0680884_A1,4,undirected
2018_0782592,2020_0803057,2,undirected
2018_0782592,2023_0842479,1,undirected
2018_0782945,2006_0610285,3,undirected
2018_0782945,2009_0641033,2,undirected
2018_0782945,2009_0646356,1,undirected
2018_0782945,2023_0849882,1,undirected
2018_0783354,2007_0628636,2,undirected
2018_0783354,2010_0664580,3,undirected
2018_0783354,2023_0844412,1,undirected
2018_0783844,2009_0641841,3,undirected
2018_0783844,2010_0665553,1,undirected
2018_0783844,2012_0681212_A1,2,undirected
2018_0783844,2012_0704800,3,undirected
2018_0783844,2014_0723628,1,undirected
2018_0783844,2016_0745178,3,undirected
2018_0783844,2019_0787655,1,undirected
2018_0783844,2021_0811124,5,undirected
2018_0783844,2022_0824284,2,undirected
2018_0783844,2022_0831983,5,undirected
2018_0783844,2023_0836668,1,undirected
2018_0783905,2021_0809309,3,undirected
2018_0783905,2021_0812002,1,undirected
2018_0783905,2022_0826596,2,undirected
2019_0784489,2015_0724109,2,undirected
2019_0784489,2017_0766419,2,undirected
2019_0784489,2019_0793886,4,undirected
2019_0785180,2010_0658130,2,undirected
2019_0785180,2012_0680719_A1,1,undirected
2019_0785180,2015_0727430,3,undirected
2019_0785180,2016_0745604,3,undirected
2019_0785180,2017_0759636,5,undirected
2019_0785180,2018_0772999,2,undirected
2019_0785180,2020_0800281,2,undirected
2019_0785180,2021_0812001,1,undirected
2019_0785180,2022_0830257,2,undirected
2019_0785180,2023_0835106,1,undirected
2019_0785180,2023_0840472,3,undirected
2019_0785180,2023_0840929,3,undirected
2019_0785180,2023_0846594,3,undirected
2019_0786696,2011_0672112_A1,1,undirected
2019_0786696,2012_0680719_A1,2,undirected
2019_0786696,2019_0788816,2,undirected
2019_0786696,2022_0824003,1,undirected
2019_0786696,2022_0831470,3,undirected
2019_0787271,2011_0722431,2,undirected
2019_0787271,2015_0737594,1,undirected
2019_0787271,2016_0751321,4,undirected
2019_0787405,2006_0604231,1,undirected
2019_0787405,2006_0610285,3,undirected
2019_0787405,2019_0788816,2,undirected
2019_0787405,2022_0831470,1,undirected
2019_0787508,2016_0751449,1,undirected
2019_0787508,2017_0755175,3,undirected
2019_0787508,2018_0773000,2,undirected
2019_0787655,2009_0643199,1,undirected
2019_0787655,2009_0643887,1,undirected
2019_0787655,2016_0745008,1,undirected
2019_0787655,2016_0750760,5,undirected
2019_0787655,2017_0766419,2,undirected
2019_0787655,2018_0783844,1,undirected
2019_0787906,2016_0751977,1,undirected
2019_0787906,2017_0765189,6,undirected
2019_0787906,2019_0789215,1,undirected
2019_0787906,2021_0812185,3,undirected
2019_0788300,2020_0801365,1,undirected
2019_0788300,2020_0803057,3,undirected
2019_0788300,2021_0809309,2,undirected
2019_0788573,2008_0636424,1,undirected
2019_0788573,2009_0651972,1,undirected
2019_0788573,2011_0668451_A1,1,undirected
2019_0788573,2011_0673859_A1,1,undirected
2019_0788573,2012_0693050,1,undirected
2019_0788573,2013_0691686,2,undirected
2019_0788573,2013_0696088,1,undirected
2019_0788573,2015_0729113,1,undirected
2019_0788573,2017_0755721,4,undirected
2019_0788573,2017_0760159,3,undirected
2019_0788573,2017_0767624,1,undirected
2019_0788573,2018_0772044,1,undirected
2019_0788573,2018_0775415,1,undirected
2019_0788573,2019_0788816,2,undirected
2019_0788573,2019_0789216,1,undirected
2019_0788573,2021_0813092,1,undirected
2019_0788573,2022_0831470,3,undirected
2019_0788633,2008_0636424,1,undirected
2019_0788633,2011_0674921_A1,3,undirected
2019_0788633,2019_0789216,3,undirected
2019_0788633,2022_0826596,2,undirected
2019_0788753,2008_0632916,1,undirected
2019_0788753,2010_0658176,3,undirected
2019_0788753,2017_0759014,1,undirected
2019_0788753,2019_0795030,2,undirected
2019_0788753,2020_0802619,3,undirected
2019_0788816,2011_0677018_A1,2,undirected
2019_0788816,2016_0745604,2,undirected
2019_0788816,2018_0775415,2,undirected
2019_0788816,2019_0786696,2,undirected
2019_0788816,2019_0787405,2,undirected
2019_0788816,2019_0788573,2,undirected
2019_0788816,2019_0789216,2,undirected
2019_0788816,2020_0803057,1,undirected
2019_0788816,2022_0824003,2,undirected
2019_0788816,2022_0831470,3,undirected
2019_0788816,2023_0849461,2,undirected
2019_0789215,2015_0733354,6,undirected
2019_0789215,2019_0787906,1,undirected
2019_0789215,2019_0795031,2,undirected
2019_0789216,2019_0788573,1,undirected
2019_0789216,2019_0788633,3,undirected
2019_0789216,2019_0788816,2,undirected
2019_0789676,2017_0759014,1,undirected
2019_0789676,2017_0766419,2,undirected
2019_0789676,2019_0795030,6,undirected
2019_0790028,2017_0766419,3,undirected
2019_0790028,2017_0767560,1,undirected
2019_0790028,2018_0772467,2,undirected
2019_0790028,2022_0828496,2,undirected
2019_0790028,2022_0833151,4,undirected
2019_0791109,2016_0744196,3,undirected
2019_0791109,2017_0759636,1,undirected
2019_0791109,2020_0803057,3,undirected
2019_0791109,2022_0825487,3,undirected
2019_0791321,2008_0629932,2,undirected
2019_0791321,2008_0630836,1,undirected
2019_0791321,2011_0723240,2,undirected
2019_0791321,2012_0700125,1,undirected
2019_0791321,2017_0760943,1,undirected
2019_0791321,2018_0771902,5,undirected
2019_0793046,2017_0768151,3,undirected
2019_0793046,2020_0803057,2,undirected
2019_0793046,2022_0831470,1,undirected
2019_0793886,2013_0705006,2,undirected
2019_0793886,2019_0784489,4,undirected
2019_0793886,2020_0805015,3,undirected
2019_0793886,2022_0823755,2,undirected
2019_0793886,2022_0825487,1,undirected
2019_0795030,2008_0638042,2,undirected
2019_0795030,2013_0693229,2,undirected
2019_0795030,2013_0704982,2,undirected
2019_0795030,2015_0725621,1,undirected
2019_0795030,2016_0749658,3,undirected
2019_0795030,2017_0755725,3,undirected
2019_0795030,2017_0759734,2,undirected
2019_0795030,2019_0788753,2,undirected
2019_0795030,2019_0789676,6,undirected
2019_0795030,2021_0812662,1,undirected
2019_0795030,2021_0816493,1,undirected
2019_0795030,2021_0819011,5,undirected
2019_0795030,2022_0824040,4,undirected
2019_0795030,2022_0825396,3,undirected
2019_0795030,2022_0833110,1,undirected
2019_0795031,2009_0642509,3,undirected
2019_0795031,2012_0680635_A1,1,undirected
2019_0795031,2013_0689275,6,undirected
2019_0795031,2013_0694570,1,undirected
2019_0795031,2017_0767560,3,undirected
2019_0795031,2019_0789215,2,undirected
2019_0795031,2019_0797166,1,undirected
2019_0795031,2020_0805981,3,undirected
2019_0795604,2007_0628636,6,undirected
2019_0795604,2010_0655349,2,undirected
2019_0795604,2010_0664580,2,undirected
2019_0795604,2017_0766420,2,undirected
2019_0795604,2020_0802764,3,undirected
2019_0796765,2009_0650836,2,undirected
2019_0796765,2011_0669831_A1,4,undirected
2019_0796765,2016_0751977,6,undirected
2019_0796765,2017_0765189,4,undirected
2019_0797166,2008_0627962,2,undirected
2019_0797166,2011_0669771_A1,3,undirected
2019_0797166,2019_0795031,1,undirected
2019_0797166,2021_0810444,3,undirected
2019_0798648,2013_0691557,2,undirected
2019_0798648,2015_0736408,3,undirected
2019_0798648,2016_0741744,2,undirected
2019_0798648,2016_0750850,2,undirected
2019_0798648,2017_0755178,1,undirected
2019_0798648,2022_0833151,3,undirected
2019_0799805,2010_0660010,2,undirected
2019_0799805,2011_0668451_A1,2,undirected
2019_0799805,2017_0758935,6,undirected
2019_0799805,2020_0800620,2,undirected
2019_0799805,2023_0844412,1,undirected
2020_0799804,2006_0610004,2,undirected
2020_0799804,2016_0750760,3,undirected
2020_0799804,2017_0766419,2,undirected
2020_0799804,2022_0831982,1,undirected
2020_0800073,2013_0699591,6,undirected
2020_0800073,2020_0800784,2,undirected
2020_0800073,2020_0802619,1,undirected
2020_0800073,2022_0838529,2,undirected
2020_0800281,2017_0759636,4,undirected
2020_0800281,2019_0785180,2,undirected
2020_0800281,2022_0826706,1,undirected
2020_0800281,2023_0840929,1,undirected
2020_0800575,2011_0721830,1,undirected
2020_0800575,2013_0690270,3,undirected
2020_0800575,2020_0804133,2,undirected
2020_0800620,2019_0799805,2,undirected
2020_0800620,2020_0803057,3,undirected
2020_0800620,2022_0830686,1,undirected
2020_0800784,2013_0699591,2,undirected
2020_0800784,2014_0722256,1,undirected
2020_0800784,2016_0751977,3,undirected
2020_0800784,2020_0800073,2,undirected
2020_0800784,2020_0802619,2,undirected
2020_0801014,2014_0708925,3,undirected
2020_0801014,2015_0729372,3,undirected
2020_0801014,2017_0758935,1,undirected
2020_0801365,2015_0729372,3,undirected
2020_0801365,2017_0758935,2,undirected
2020_0801365,2019_0788300,1,undirected
2020_0801365,2022_0826706,1,undirected
2020_0802619,2009_0641033,6,undirected
2020_0802619,2013_0699591,1,undirected
2020_0802619,2015_0733028,5,undirected
2020_0802619,2017_0760943,1,undirected
2020_0802619,2019_0788753,3,undirected
2020_0802619,2020_0800073,1,undirected
2020_0802619,2020_0800784,2,undirected
2020_0802764,2019_0795604,3,undirected
2020_0802764,2022_0825848,1,undirected
2020_0802764,2023_0844412,2,undirected
2020_0803057,2007_0626526,3,undirected
2020_0803057,2011_0672112_A1,2,undirected
2020_0803057,2011_0677018_A1,1,undirected
2020_0803057,2012_0687085,3,undirected
2020_0803057,2014_0707750,2,undirected
2020_0803057,2014_0709683,1,undirected
2020_0803057,2015_0724768,3,undirected
2020_0803057,2015_0729372,4,undirected
2020_0803057,2015_0733108,3,undirected
2020_0803057,2015_0742641,3,undirected
2020_0803057,2016_0739951,1,undirected
2020_0803057,2016_0742650,3,undirected
2020_0803057,2016_0743094,3,undirected
2020_0803057,2016_0745038,3,undirected
2020_0803057,2016_0748506,1,undirected
2020_0803057,2016_0750717,1,undirected
2020_0803057,2017_0754893,2,undirected
2020_0803057,2017_0758935,1,undirected
2020_0803057,2018_0771782,2,undirected
2020_0803057,2018_0782592,2,undirected
2020_0803057,2019_0788300,3,undirected
2020_0803057,2019_0788816,1,undirected
2020_0803057,2019_0791109,3,undirected
2020_0803057,2019_0793046,2,undirected
2020_0803057,2020_0800620,3,undirected
2020_0803057,2021_0810691,2,undirected
2020_0803057,2021_0811461,1,undirected
2020_0803057,2021_0811635,2,undirected
2020_0803057,2022_0826596,1,undirected
2020_0803057,2022_0826706,3,undirected
2020_0803057,2022_0831470,2,undirected
2020_0803057,2023_0835764,2,undirected
2020_0803057,2023_0835829,3,undirected
2020_0803057,2023_0840472,1,undirected
2020_0803057,2023_0844412,6,undirected
2020_0804133,2007_0615202,1,undirected
2020_0804133,2011_0668451_A1,2,undirected
2020_0804133,2020_0800575,2,undirected
2020_0804133,2022_0828496,3,undirected
2020_0804810,2017_0766419,3,undirected
2020_0804810,2021_0806629,1,undirected
2020_0804810,2021_0816493,2,undirected
2020_0805015,2006_0612675,3,undirected
2020_0805015,2011_0674372_A1,3,undirected
2020_0805015,2013_0705006,1,undirected
2020_0805015,2015_0733354,1,undirected
2020_0805015,2017_0766419,3,undirected
2020_0805015,2017_0767560,2,undirected
2020_0805015,2018_0770411,2,undirected
2020_0805015,2018_0780757,1,undirected
2020_0805015,2019_0793886,3,undirected
2020_0805015,2021_0810690,1,undirected
2020_0805015,2022_0821352,1,undirected
2020_0805015,2023_0833910,1,undirected
2020_0805015,2023_0849882,4,undirected
2020_0805981,2012_0680635_A1,1,undirected
2020_0805981,2013_0689534,2,undirected
2020_0805981,2019_0795031,3,undirected
2020_0806040,2008_0627762,1,undirected
2020_0806040,2010_0661224,2,undirected
2020_0806040,2021_0809997,3,undirected
2021_0806629,2009_0644116,3,undirected
2021_0806629,2010_0661224,2,undirected
2021_0806629,2010_0663925,1,undirected
2021_0806629,2014_0708668,2,undirected
2021_0806629,2015_0738830,2,undirected
2021_0806629,2016_0739777,2,undirected
2021_0806629,2016_0745008,3,undirected
2021_0806629,2017_0768151,2,undirected
2021_0806629,2020_0804810,1,undirected
2021_0806629,2023_0833910,6,undirected
2021_0806629,2023_0842757,2,undirected
2021_0806867,2013_0693229,3,undirected
2021_0806867,2014_0723628,1,undirected
2021_0806867,2021_0812001,2,undirected
2021_0809309,2008_0627962,1,undirected
2021_0809309,2014_0709683,2,undirected
2021_0809309,2014_0716134,3,undirected
2021_0809309,2015_0735644,3,undirected
2021_0809309,2018_0783905,3,undirected
2021_0809309,2019_0788300,2,undirected
2021_0809309,2021_0811635,6,undirected
2021_0809309,2021_0812001,2,undirected
